FIPS Code,County Name,State,Estimated hesitant,Estimated hesitant or unsure,Estimated strongly hesitant,Social Vulnerability Index (SVI),SVI Category,CVAC level of concern for vaccination rollout,CVAC Level Of Concern,Percent adults fully vaccinated against COVID-19 (as of 6/10/21),Percent Hispanic,Percent non-Hispanic American Indian/Alaska Native,Percent non-Hispanic Asian,Percent non-Hispanic Black,Percent non-Hispanic Native Hawaiian/Pacific Islander,Percent non-Hispanic White
39167,"Washington County, Ohio",OHIO,0.1477,0.2038,0.0894,0.35,Low Vulnerability,0.19,Very Low Concern,0.478,0.011,0.0042,0.0064,0.0123,0,0.9506
40109,"Oklahoma County, Oklahoma",OKLAHOMA,0.1679,0.2273,0.1137,0.68,High Vulnerability,0.47,Moderate Concern,0.51,0.1738,0.0258,0.0335,0.1475,0.0007,0.5599
40055,"Greer County, Oklahoma",OKLAHOMA,0.176,0.2373,0.1216,0.77,High Vulnerability,0.91,Very High Concern,0.309,0.1141,0.0278,0,0.0631,0,0.7454
40119,"Payne County, Oklahoma",OKLAHOMA,0.187,0.2529,0.1307,0.51,Moderate Vulnerability,0.67,High Concern,0.384,0.0472,0.0401,0.0429,0.0394,0.0009,0.7693
39119,"Muskingum County, Ohio",OHIO,0.1663,0.2321,0.1012,0.6,Moderate Vulnerability,0.16,Very Low Concern,0.455,0.0112,0.0026,0.0045,0.0313,0.0004,0.914
40031,"Comanche County, Oklahoma",OKLAHOMA,0.2035,0.2788,0.1397,0.84,Very High Vulnerability,0.71,High Concern,0.411,0.131,0.044,0.0238,0.1552,0.0038,0.5619
41053,"Polk County, Oregon",OREGON,0.1084,0.1348,0.0818,0.58,Moderate Vulnerability,0.52,Moderate Concern,0.546,0.139,0.0178,0.0183,0.0079,0.0047,0.7808
40143,"Tulsa County, Oklahoma",OKLAHOMA,0.1669,0.2217,0.1139,0.62,High Vulnerability,0.54,Moderate Concern,0.483,0.1273,0.0467,0.0331,0.0992,0.0009,0.6198
41019,"Douglas County, Oregon",OREGON,0.1224,0.1542,0.0925,0.73,High Vulnerability,0.49,Moderate Concern,0.443,0.0581,0.0089,0.0099,0.0042,0.0006,0.8784
40079,"Le Flore County, Oklahoma",OKLAHOMA,0.206,0.2715,0.1436,0.9,Very High Vulnerability,0.92,Very High Concern,0.319,0.0702,0.109,0.0068,0.0188,0,0.7134
40117,"Pawnee County, Oklahoma",OKLAHOMA,0.1959,0.2544,0.1373,0.54,Moderate Vulnerability,0.68,High Concern,0.398,0.0309,0.1088,0.0037,0.01,0.0002,0.7666
39127,"Perry County, Ohio",OHIO,0.1663,0.2321,0.1012,0.55,Moderate Vulnerability,0.43,Moderate Concern,0.362,0.0086,0.0034,0.0013,0.0037,0.0015,0.9661
41029,"Jackson County, Oregon",OREGON,0.114,0.1439,0.0855,0.74,High Vulnerability,0.4,Low Concern,0.482,0.1283,0.0106,0.0127,0.0068,0.0034,0.8083
40007,"Beaver County, Oklahoma",OKLAHOMA,0.1971,0.2577,0.1392,0.46,Moderate Vulnerability,0.75,High Concern,0.274,0.2382,0.0136,0.0004,0.0058,0,0.7216
41039,"Lane County, Oregon",OREGON,0.1066,0.1353,0.0795,0.65,High Vulnerability,0.55,Moderate Concern,0.582,0.0887,0.0089,0.0266,0.0101,0.0024,0.8182
40071,"Kay County, Oklahoma",OKLAHOMA,0.1846,0.2415,0.1265,0.84,Very High Vulnerability,0.7,High Concern,0.357,0.08,0.0824,0.0042,0.0204,0,0.7456
41027,"Hood River County, Oregon",OREGON,0.1146,0.1431,0.0869,0.55,Moderate Vulnerability,0.48,Moderate Concern,0.763,0.3142,0.0056,0.0163,0.0059,0,0.6373
40135,"Sequoyah County, Oklahoma",OKLAHOMA,0.2143,0.2874,0.1469,0.92,Very High Vulnerability,0.84,Very High Concern,0.308,0.042,0.197,0.008,0.0177,0.0006,0.6246
39105,"Meigs County, Ohio",OHIO,0.148,0.2138,0.0893,0.68,High Vulnerability,0.47,Moderate Concern,0.386,0.0074,0.0006,0,0.0111,0,0.9665
39165,"Warren County, Ohio",OHIO,0.1151,0.1563,0.0687,0.05,Very Low Vulnerability,0.01,Very Low Concern,0.588,0.0276,0.0007,0.0575,0.0331,0,0.8617
39169,"Wayne County, Ohio",OHIO,0.1542,0.211,0.0969,0.48,Moderate Vulnerability,0.39,Low Concern,0.414,0.0201,0.0019,0.0104,0.0135,0.0001,0.9367
40015,"Caddo County, Oklahoma",OKLAHOMA,0.1975,0.2604,0.1363,0.95,Very High Vulnerability,0.88,Very High Concern,0.539,0.1292,0.2086,0.0027,0.0223,0.0014,0.5679
40053,"Grant County, Oklahoma",OKLAHOMA,0.1971,0.2577,0.1392,0.16,Very Low Vulnerability,0.37,Low Concern,0.353,0.0505,0.0164,0.0018,0.0093,0.0009,0.8801
39135,"Preble County, Ohio",OHIO,0.143,0.1969,0.0854,0.17,Very Low Vulnerability,0.18,Very Low Concern,0.386,0.009,0.0015,0.0044,0.0049,0.0001,0.9637
39145,"Scioto County, Ohio",OHIO,0.157,0.2195,0.0957,0.83,Very High Vulnerability,0.32,Low Concern,0.404,0.0135,0.0033,0.0042,0.0276,0.0001,0.9329
40013,"Bryan County, Oklahoma",OKLAHOMA,0.2029,0.2652,0.1411,0.81,Very High Vulnerability,0.77,High Concern,0.315,0.0597,0.1409,0.0061,0.0175,0.0015,0.7103
40043,"Dewey County, Oklahoma",OKLAHOMA,0.1971,0.2577,0.1392,0.22,Low Vulnerability,0.51,Moderate Concern,0.253,0.0754,0.0467,0.0012,0.0016,0,0.8198
41007,"Clatsop County, Oregon",OREGON,0.1132,0.1414,0.0851,0.52,Moderate Vulnerability,0.49,Moderate Concern,0.549,0.0851,0.0036,0.0099,0.008,0.003,0.8552
39155,"Trumbull County, Ohio",OHIO,0.148,0.2101,0.0892,0.46,Moderate Vulnerability,0.29,Low Concern,0.478,0.0182,0.0009,0.0052,0.081,0.0003,0.8712
40067,"Jefferson County, Oklahoma",OKLAHOMA,0.1975,0.2604,0.1363,0.87,Very High Vulnerability,0.91,Very High Concern,0.375,0.1057,0.0555,0.0002,0.0138,0,0.7775
39125,"Paulding County, Ohio",OHIO,0.1416,0.1976,0.0848,0.29,Low Vulnerability,0.26,Low Concern,0.414,0.0476,0.0015,0.0022,0.0078,0.0008,0.9251
40033,"Cotton County, Oklahoma",OKLAHOMA,0.1975,0.2604,0.1363,0.67,High Vulnerability,0.87,Very High Concern,0.36,0.0795,0.0898,0,0.0227,0,0.76
41059,"Umatilla County, Oregon",OREGON,0.1148,0.1453,0.088,0.97,Very High Vulnerability,0.73,High Concern,0.444,0.2679,0.0248,0.01,0.0093,0.0026,0.6572
40023,"Choctaw County, Oklahoma",OKLAHOMA,0.206,0.2715,0.1436,0.96,Very High Vulnerability,0.91,Very High Concern,0.27,0.0438,0.1493,0.0009,0.1083,0.0017,0.6063
40097,"Mayes County, Oklahoma",OKLAHOMA,0.2003,0.2636,0.1386,0.75,High Vulnerability,0.71,High Concern,0.328,0.036,0.1737,0.0042,0.0049,0.0035,0.6486
40151,"Woods County, Oklahoma",OKLAHOMA,0.1971,0.2577,0.1392,0.31,Low Vulnerability,0.75,High Concern,0.339,0.0731,0.0142,0.0117,0.0272,0,0.8293
40087,"McClain County, Oklahoma",OKLAHOMA,0.1895,0.2435,0.1317,0.16,Very Low Vulnerability,0.34,Low Concern,0.422,0.0803,0.0574,0.0029,0.0107,0.0006,0.7917
40077,"Latimer County, Oklahoma",OKLAHOMA,0.206,0.2715,0.1436,0.89,Very High Vulnerability,0.86,Very High Concern,0.283,0.0379,0.2035,0.0092,0.0109,0,0.6473
39115,"Morgan County, Ohio",OHIO,0.1477,0.2038,0.0894,0.57,Moderate Vulnerability,0.53,Moderate Concern,0.382,0.004,0.0007,0.002,0.0492,0,0.9211
40003,"Alfalfa County, Oklahoma",OKLAHOMA,0.1971,0.2577,0.1392,0.25,Low Vulnerability,0.64,High Concern,0.423,0.0563,0.0183,0,0.031,0,0.8384
40121,"Pittsburg County, Oklahoma",OKLAHOMA,0.206,0.2715,0.1436,0.83,Very High Vulnerability,0.74,High Concern,0.361,0.0507,0.0594,0.0035,0.0281,0.0011,0.6946
40131,"Rogers County, Oklahoma",OKLAHOMA,0.177,0.2311,0.1207,0.28,Low Vulnerability,0.49,Moderate Concern,0.366,0.0476,0.1241,0.0141,0.0099,0.0007,0.718
41051,"Multnomah County, Oregon",OREGON,0.0925,0.1169,0.0677,0.47,Moderate Vulnerability,0.57,Moderate Concern,0.669,0.1159,0.0069,0.0735,0.0531,0.0061,0.6969
40107,"Okfuskee County, Oklahoma",OKLAHOMA,0.187,0.2529,0.1307,0.93,Very High Vulnerability,0.91,Very High Concern,0.397,0.0399,0.1455,0,0.0738,0,0.6129
40057,"Harmon County, Oklahoma",OKLAHOMA,0.176,0.2373,0.1216,0.81,Very High Vulnerability,0.82,Very High Concern,0.412,0.2911,0.0044,0.0074,0.0937,0,0.5683
40141,"Tillman County, Oklahoma",OKLAHOMA,0.1975,0.2604,0.1363,0.87,Very High Vulnerability,0.84,Very High Concern,0.396,0.2705,0.0267,0.0022,0.0749,0,0.5917
41031,"Jefferson County, Oregon",OREGON,0.1146,0.1431,0.0869,0.91,Very High Vulnerability,0.67,High Concern,0.527,0.1997,0.1577,0.0062,0.0076,0.0009,0.6041
41041,"Lincoln County, Oregon",OREGON,0.1132,0.1414,0.0851,0.55,Moderate Vulnerability,0.56,Moderate Concern,0.619,0.0916,0.0246,0.0124,0.0045,0.002,0.8246
39107,"Mercer County, Ohio",OHIO,0.1341,0.1849,0.0798,0.05,Very Low Vulnerability,0.06,Very Low Concern,0.391,0.0193,0,0.0056,0.0082,0.0058,0.9538
40085,"Love County, Oklahoma",OKLAHOMA,0.2075,0.2698,0.1452,0.63,High Vulnerability,0.67,High Concern,0.363,0.157,0.0523,0.0081,0.0261,0,0.7096
39171,"Williams County, Ohio",OHIO,0.1416,0.1976,0.0848,0.27,Low Vulnerability,0.1,Very Low Concern,0.423,0.0451,0.0026,0.0057,0.0107,0.0003,0.926
40149,"Washita County, Oklahoma",OKLAHOMA,0.176,0.2373,0.1216,0.4,Moderate Vulnerability,0.7,High Concern,0.329,0.0978,0.016,0.0007,0.0127,0,0.8338
41017,"Deschutes County, Oregon",OREGON,0.0996,0.1215,0.0739,0.16,Very Low Vulnerability,0.3,Low Concern,0.602,0.0797,0.0055,0.0108,0.0058,0.0016,0.8725
41061,"Union County, Oregon",OREGON,0.1148,0.1453,0.088,0.67,High Vulnerability,0.44,Moderate Concern,0.415,0.0484,0.0082,0.0107,0.0066,0.0146,0.8872
40021,"Cherokee County, Oklahoma",OKLAHOMA,0.2143,0.2874,0.1469,0.93,Very High Vulnerability,0.78,High Concern,0.348,0.0716,0.3284,0.0074,0.0131,0.0029,0.4757
40051,"Grady County, Oklahoma",OKLAHOMA,0.1895,0.2435,0.1317,0.31,Low Vulnerability,0.57,Moderate Concern,0.31,0.0582,0.0469,0.0041,0.0234,0,0.8147
39137,"Putnam County, Ohio",OHIO,0.1285,0.1778,0.0765,0.02,Very Low Vulnerability,0.09,Very Low Concern,0.49,0.062,0.0001,0.0016,0.0039,0,0.9201
40115,"Ottawa County, Oklahoma",OKLAHOMA,0.2003,0.2636,0.1386,0.96,Very High Vulnerability,0.77,High Concern,0.273,0.0572,0.1773,0.0072,0.0108,0.0068,0.6501
40025,"Cimarron County, Oklahoma",OKLAHOMA,0.1971,0.2577,0.1392,0.45,Moderate Vulnerability,0.73,High Concern,0.266,0.224,0.0037,0.0028,0.0018,0,0.7663
40059,"Harper County, Oklahoma",OKLAHOMA,0.1971,0.2577,0.1392,0.32,Low Vulnerability,0.6,High Concern,0.409,0.2231,0.0037,0,0.0003,0,0.7582
39133,"Portage County, Ohio",OHIO,0.1343,0.1879,0.0802,0.25,Low Vulnerability,0.14,Very Low Concern,0.491,0.0185,0.0015,0.0179,0.0397,0.0001,0.8958
41025,"Harney County, Oregon",OREGON,0.1222,0.1569,0.0919,0.71,High Vulnerability,0.43,Moderate Concern,0.385,0.0511,0.0138,0,0.0048,0.0003,0.8704
39163,"Vinton County, Ohio",OHIO,0.1686,0.2337,0.1043,0.72,High Vulnerability,0.49,Moderate Concern,0.343,0.0069,0.0005,0.0018,0.0026,0,0.9651
39123,"Ottawa County, Ohio",OHIO,0.1216,0.1683,0.0722,0.15,Very Low Vulnerability,0.09,Very Low Concern,0.545,0.0505,0.0027,0.0021,0.0122,0,0.9229
40069,"Johnston County, Oklahoma",OKLAHOMA,0.2029,0.2652,0.1411,0.85,Very High Vulnerability,0.76,High Concern,0.358,0.0541,0.0689,0.0009,0.0184,0,0.6952
41057,"Tillamook County, Oregon",OREGON,0.1132,0.1414,0.0851,0.66,High Vulnerability,0.61,High Concern,0.573,0.1033,0.0089,0.0069,0.0039,0.0047,0.8435
40011,"Blaine County, Oklahoma",OKLAHOMA,0.1971,0.2577,0.1392,0.67,High Vulnerability,0.63,High Concern,0.392,0.1112,0.0711,0.0002,0.0395,0,0.7269
40123,"Pontotoc County, Oklahoma",OKLAHOMA,0.2038,0.2661,0.1419,0.65,High Vulnerability,0.5,Moderate Concern,0.442,0.0537,0.1248,0.0078,0.0242,0.0009,0.654
40099,"Murray County, Oklahoma",OKLAHOMA,0.2075,0.2698,0.1452,0.71,High Vulnerability,0.73,High Concern,0.396,0.0663,0.0977,0.0062,0.0158,0,0.7201
40133,"Seminole County, Oklahoma",OKLAHOMA,0.187,0.2529,0.1307,0.93,Very High Vulnerability,0.83,Very High Concern,0.42,0.0514,0.1969,0.0054,0.0468,0.0001,0.6443
40005,"Atoka County, Oklahoma",OKLAHOMA,0.2029,0.2652,0.1411,0.81,Very High Vulnerability,0.94,Very High Concern,0.303,0.0352,0.101,0.0072,0.0356,0.0007,0.7098
39153,"Summit County, Ohio",OHIO,0.128,0.1827,0.0758,0.33,Low Vulnerability,0.08,Very Low Concern,0.551,0.0214,0.0017,0.034,0.1438,0.0001,0.7697
40035,"Craig County, Oklahoma",OKLAHOMA,0.2003,0.2636,0.1386,0.85,Very High Vulnerability,0.82,Very High Concern,0.435,0.037,0.2128,0.0083,0.0306,0.0008,0.6334
40153,"Woodward County, Oklahoma",OKLAHOMA,0.1971,0.2577,0.1392,0.57,Moderate Vulnerability,0.52,Moderate Concern,0.323,0.1285,0.0165,0.0027,0.0127,0.0001,0.7984
41049,"Morrow County, Oregon",OREGON,0.1146,0.1431,0.0869,0.76,High Vulnerability,0.52,Moderate Concern,0.469,0.365,0.005,0.0062,0.0023,0.0051,0.5926
39147,"Seneca County, Ohio",OHIO,0.1468,0.2064,0.088,0.38,Low Vulnerability,0.28,Low Concern,0.444,0.0512,0.001,0.0062,0.0282,0,0.8979
39117,"Morrow County, Ohio",OHIO,0.1586,0.2197,0.0961,0.19,Very Low Vulnerability,0.32,Low Concern,0.38,0.0148,0.0011,0.0011,0.0089,0,0.9593
40075,"Kiowa County, Oklahoma",OKLAHOMA,0.176,0.2373,0.1216,0.65,High Vulnerability,0.9,Very High Concern,0.464,0.1181,0.0475,0.0064,0.034,0.001,0.7422
41009,"Columbia County, Oregon",OREGON,0.1132,0.1414,0.0851,0.4,Moderate Vulnerability,0.58,Moderate Concern,0.494,0.0516,0.0093,0.0098,0.0045,0.0017,0.8852
40041,"Delaware County, Oklahoma",OKLAHOMA,0.2003,0.2636,0.1386,0.77,High Vulnerability,0.73,High Concern,0.273,0.0381,0.2194,0.0123,0.0046,0.0008,0.6371
40089,"McCurtain County, Oklahoma",OKLAHOMA,0.206,0.2715,0.1436,0.91,Very High Vulnerability,0.96,Very High Concern,0.268,0.0606,0.1231,0.0083,0.0787,0.0111,0.6206
39173,"Wood County, Ohio",OHIO,0.1252,0.1753,0.0741,0.17,Very Low Vulnerability,0.08,Very Low Concern,0.573,0.0555,0.0015,0.0166,0.0257,0.0004,0.8829
41063,"Wallowa County, Oregon",OREGON,0.1148,0.1453,0.088,0.5,Moderate Vulnerability,0.51,Moderate Concern,0.536,0.031,0.0106,0.0026,0.0017,0.0013,0.9293
39161,"Van Wert County, Ohio",OHIO,0.1341,0.1849,0.0798,0.17,Very Low Vulnerability,0.16,Very Low Concern,0.264,0.034,0.0001,0.0029,0.0131,0,0.9391
40027,"Cleveland County, Oklahoma",OKLAHOMA,0.1651,0.2175,0.1123,0.34,Low Vulnerability,0.38,Low Concern,0.42,0.0869,0.0385,0.044,0.0463,0.0006,0.7173
39139,"Richland County, Ohio",OHIO,0.1532,0.2141,0.0933,0.62,High Vulnerability,0.3,Low Concern,0.396,0.0191,0.001,0.0079,0.088,0.0002,0.8548
40139,"Texas County, Oklahoma",OKLAHOMA,0.1971,0.2577,0.1392,0.82,Very High Vulnerability,0.78,High Concern,0.367,0.4591,0.0127,0.0332,0.0245,0.0002,0.4397
39109,"Miami County, Ohio",OHIO,0.1411,0.1956,0.0842,0.12,Very Low Vulnerability,0.13,Very Low Concern,0.44,0.0168,0.0011,0.0125,0.0202,0.0001,0.9229
41023,"Grant County, Oregon",OREGON,0.1146,0.1431,0.0869,0.55,Moderate Vulnerability,0.57,Moderate Concern,0.411,0.0378,0.0134,0.0077,0.001,0.0024,0.9146
41043,"Linn County, Oregon",OREGON,0.107,0.1345,0.0804,0.68,High Vulnerability,0.56,Moderate Concern,0.471,0.0911,0.0071,0.0105,0.0049,0.001,0.8491
40083,"Logan County, Oklahoma",OKLAHOMA,0.1905,0.2494,0.1324,0.3,Low Vulnerability,0.49,Moderate Concern,0.268,0.0619,0.0348,0.0033,0.0816,0.0003,0.7765
40113,"Osage County, Oklahoma",OKLAHOMA,0.1871,0.2429,0.1303,0.62,High Vulnerability,0.62,High Concern,0.238,0.0361,0.1236,0.0041,0.1111,0.0003,0.6338
41033,"Josephine County, Oregon",OREGON,0.1209,0.1537,0.0909,0.66,High Vulnerability,0.5,Moderate Concern,0.418,0.0743,0.0108,0.0098,0.0046,0.0006,0.869
40019,"Carter County, Oklahoma",OKLAHOMA,0.2075,0.2698,0.1452,0.79,High Vulnerability,0.56,Moderate Concern,0.364,0.0728,0.0725,0.0124,0.065,0.0004,0.7002
39131,"Pike County, Ohio",OHIO,0.1686,0.2337,0.1043,0.8,High Vulnerability,0.34,Low Concern,0.392,0.0045,0.0054,0.0008,0.0167,0,0.9518
40061,"Haskell County, Oklahoma",OKLAHOMA,0.206,0.2715,0.1436,0.87,Very High Vulnerability,0.85,Very High Concern,0.344,0.0441,0.0914,0.0071,0.0072,0.0002,0.7043
40049,"Garvin County, Oklahoma",OKLAHOMA,0.2075,0.2698,0.1452,0.51,Moderate Vulnerability,0.5,Moderate Concern,0.414,0.0885,0.0535,0.0031,0.0219,0,0.7551
40105,"Nowata County, Oklahoma",OKLAHOMA,0.2003,0.2636,0.1386,0.59,Moderate Vulnerability,0.75,High Concern,0.305,0.0308,0.15,0.0015,0.0245,0.0018,0.6672
40147,"Washington County, Oklahoma",OKLAHOMA,0.1959,0.2544,0.1373,0.44,Moderate Vulnerability,0.46,Moderate Concern,0.332,0.0601,0.1032,0.0221,0.027,0.0002,0.7279
41015,"Curry County, Oregon",OREGON,0.1209,0.1537,0.0909,0.49,Moderate Vulnerability,0.43,Moderate Concern,0.453,0.0712,0.0108,0.0052,0.0044,0,0.8625
40091,"McIntosh County, Oklahoma",OKLAHOMA,0.1982,0.262,0.1376,0.78,High Vulnerability,0.78,High Concern,0.459,0.028,0.1598,0.0011,0.0268,0,0.6788
40125,"Pottawatomie County, Oklahoma",OKLAHOMA,0.1902,0.2476,0.1322,0.78,High Vulnerability,0.61,High Concern,0.374,0.0517,0.1394,0.0065,0.034,0.0009,0.7239
42133,"York County, Pennsylvania",PENNSYLVANIA,0.1125,0.1566,0.0738,0.33,Low Vulnerability,0.1,Very Low Concern,0.511,0.0746,0.0015,0.0149,0.0537,0.0004,0.8342
46037,"Day County, South Dakota",SOUTH DAKOTA,0.1018,0.1485,0.0747,0.18,Very Low Vulnerability,0.35,Low Concern,0.511,0.0226,0.0993,0.0013,0,0,0.8593
45053,"Jasper County, South Carolina",SOUTH CAROLINA,0.1213,0.1858,0.0679,0.94,Very High Vulnerability,0.82,Very High Concern,0.245,0.1344,0.0016,0.0042,0.4156,0,0.4279
41067,"Washington County, Oregon",OREGON,0.0862,0.107,0.0639,0.32,Low Vulnerability,0.45,Moderate Concern,0.637,0.1666,0.0026,0.1053,0.0195,0.0041,0.6573
45027,"Clarendon County, South Carolina",SOUTH CAROLINA,0.1524,0.2446,0.0863,0.98,Very High Vulnerability,0.81,Very High Concern,0.368,0.031,0.0009,0.0059,0.4723,0,0.4772
45081,"Saluda County, South Carolina",SOUTH CAROLINA,0.1512,0.2263,0.0862,0.79,High Vulnerability,0.76,High Concern,0.251,0.1545,0.001,0,0.2493,0,0.5827
42005,"Armstrong County, Pennsylvania",PENNSYLVANIA,0.1257,0.1777,0.084,0.25,Low Vulnerability,0.24,Low Concern,0.528,0.0077,0.0004,0.0031,0.0083,0,0.9708
45091,"York County, South Carolina",SOUTH CAROLINA,0.1316,0.1985,0.0727,0.37,Low Vulnerability,0.41,Moderate Concern,0.353,0.0551,0.0074,0.0211,0.1913,0.0003,0.7048
42015,"Bradford County, Pennsylvania",PENNSYLVANIA,0.1235,0.1733,0.0818,0.35,Low Vulnerability,0.16,Very Low Concern,0.369,0.0148,0.0005,0.0072,0.0051,0.0016,0.9569
42107,"Schuylkill County, Pennsylvania",PENNSYLVANIA,0.1244,0.1756,0.0819,0.45,Moderate Vulnerability,0.24,Low Concern,0.522,0.044,0.0013,0.0048,0.029,0.0001,0.91
46045,"Edmunds County, South Dakota",SOUTH DAKOTA,0.1018,0.1485,0.0747,0.03,Very Low Vulnerability,0.04,Very Low Concern,0.333,0.0246,0.0077,0.0005,0.0018,0,0.9609
42079,"Luzerne County, Pennsylvania",PENNSYLVANIA,0.117,0.1673,0.076,0.61,High Vulnerability,0.19,Very Low Concern,0.535,0.119,0.0013,0.0121,0.0372,0.0002,0.8153
42043,"Dauphin County, Pennsylvania",PENNSYLVANIA,0.1052,0.1528,0.0691,0.5,Moderate Vulnerability,0.12,Very Low Concern,0.542,0.0924,0.0013,0.0437,0.1803,0,0.6575
42069,"Lackawanna County, Pennsylvania",PENNSYLVANIA,0.1152,0.1668,0.0755,0.53,Moderate Vulnerability,0.11,Very Low Concern,0.639,0.0752,0.0003,0.028,0.0258,0.0004,0.852
42045,"Delaware County, Pennsylvania",PENNSYLVANIA,0.0993,0.1417,0.065,0.41,Moderate Vulnerability,0.06,Very Low Concern,0.626,0.038,0.0012,0.0568,0.211,0.0001,0.6681
42099,"Perry County, Pennsylvania",PENNSYLVANIA,0.1216,0.1702,0.0816,0.11,Very Low Vulnerability,0.21,Low Concern,0.427,0.0204,0.002,0.0035,0.0092,0,0.9532
42023,"Cameron County, Pennsylvania",PENNSYLVANIA,0.1296,0.1825,0.086,0.3,Low Vulnerability,0.3,Low Concern,0.542,0.0111,0.0004,0.0085,0.0004,0,0.9573
45071,"Newberry County, South Carolina",SOUTH CAROLINA,0.1516,0.2374,0.0859,0.92,Very High Vulnerability,0.67,High Concern,0.416,0.0747,0.0035,0.0024,0.3105,0,0.5991
46011,"Brookings County, South Dakota",SOUTH DAKOTA,0.1018,0.1463,0.0753,0.16,Very Low Vulnerability,0.3,Low Concern,0.402,0.0307,0.0104,0.0301,0.0131,0,0.9023
42035,"Clinton County, Pennsylvania",PENNSYLVANIA,0.1252,0.1779,0.0833,0.49,Moderate Vulnerability,0.39,Low Concern,0.381,0.0152,0.0012,0.0083,0.0175,0.0001,0.9517
42087,"Mifflin County, Pennsylvania",PENNSYLVANIA,0.1356,0.1897,0.0925,0.47,Moderate Vulnerability,0.45,Moderate Concern,0.456,0.0156,0.002,0.0033,0.0052,0.0001,0.9588
45037,"Edgefield County, South Carolina",SOUTH CAROLINA,0.1467,0.226,0.0824,0.85,Very High Vulnerability,0.75,High Concern,0.453,0.0596,0.0029,0.0019,0.3507,0.0004,0.5669
42109,"Snyder County, Pennsylvania",PENNSYLVANIA,0.1356,0.1897,0.0925,0.23,Low Vulnerability,0.37,Low Concern,0.387,0.0214,0.0007,0.0068,0.0092,0,0.9508
45007,"Anderson County, South Carolina",SOUTH CAROLINA,0.1463,0.2228,0.0823,0.7,High Vulnerability,0.53,Moderate Concern,0.339,0.0375,0.0016,0.0093,0.1558,0.0003,0.7735
42053,"Forest County, Pennsylvania",PENNSYLVANIA,0.1305,0.1849,0.0878,0.71,High Vulnerability,0.54,Moderate Concern,0.627,0.0554,0.0004,0.0011,0.2535,0,0.6699
45063,"Lexington County, South Carolina",SOUTH CAROLINA,0.1426,0.2164,0.08,0.44,Moderate Vulnerability,0.27,Low Concern,0.429,0.0601,0.0027,0.0187,0.1466,0.0007,0.7485
46003,"Aurora County, South Dakota",SOUTH DAKOTA,0.1018,0.1463,0.0753,0.27,Low Vulnerability,0.22,Low Concern,0.448,0.0731,0.0199,0,0.0166,0,0.8827
45019,"Charleston County, South Carolina",SOUTH CAROLINA,0.1251,0.1911,0.0687,0.32,Low Vulnerability,0.37,Low Concern,0.537,0.0513,0.0018,0.015,0.2653,0.0007,0.6453
46055,"Haakon County, South Dakota",SOUTH DAKOTA,0.1365,0.2068,0.0967,0.36,Low Vulnerability,0.42,Moderate Concern,0.292,0.0064,0.0748,0,0.0005,0,0.892
42117,"Tioga County, Pennsylvania",PENNSYLVANIA,0.1235,0.1733,0.0818,0.32,Low Vulnerability,0.16,Very Low Concern,0.376,0.0127,0.0006,0.0053,0.0069,0.0003,0.9608
46025,"Clark County, South Dakota",SOUTH DAKOTA,0.1018,0.1485,0.0747,0.17,Very Low Vulnerability,0.36,Low Concern,0.542,0.0326,0.0016,0.0046,0.0008,0,0.936
45029,"Colleton County, South Carolina",SOUTH CAROLINA,0.1476,0.2402,0.0838,0.8,Very High Vulnerability,0.69,High Concern,0.351,0.0321,0.0081,0.0013,0.3825,0,0.566
46027,"Clay County, South Dakota",SOUTH DAKOTA,0.1025,0.1467,0.0742,0.25,Low Vulnerability,0.22,Low Concern,0.567,0.03,0.0302,0.0289,0.0166,0,0.873
45083,"Spartanburg County, South Carolina",SOUTH CAROLINA,0.1443,0.223,0.0814,0.76,High Vulnerability,0.45,Moderate Concern,0.334,0.0684,0.0014,0.0235,0.2024,0.0002,0.6834
41069,"Wheeler County, Oregon",OREGON,0.1146,0.1431,0.0869,0.39,Low Vulnerability,0.41,Moderate Concern,0.508,0.0862,0.0064,0.0028,0,0.0014,0.8728
44009,"Washington County, Rhode Island",RHODE ISLAND,0.0628,0.0826,0.0474,0.09,Very Low Vulnerability,0,Very Low Concern,0.668,0.032,0.0072,0.0191,0.0126,0.0008,0.9092
42007,"Beaver County, Pennsylvania",PENNSYLVANIA,0.1091,0.1534,0.071,0.25,Low Vulnerability,0.07,Very Low Concern,0.39,0.016,0.0006,0.0052,0.0573,0.0006,0.8947
42115,"Susquehanna County, Pennsylvania",PENNSYLVANIA,0.1196,0.1661,0.0788,0.21,Low Vulnerability,0.21,Low Concern,0.407,0.0172,0.0002,0.0038,0.0063,0,0.9626
45085,"Sumter County, South Carolina",SOUTH CAROLINA,0.1524,0.2446,0.0863,0.97,Very High Vulnerability,0.72,High Concern,0.375,0.0396,0.0023,0.0137,0.4661,0.0005,0.4517
45021,"Cherokee County, South Carolina",SOUTH CAROLINA,0.1516,0.2374,0.0859,0.7,High Vulnerability,0.86,Very High Concern,0.26,0.0436,0.001,0.0058,0.2003,0.0004,0.7278
45055,"Kershaw County, South Carolina",SOUTH CAROLINA,0.1375,0.216,0.0761,0.5,Moderate Vulnerability,0.55,Moderate Concern,0.419,0.0443,0.0018,0.0018,0.2331,0.0014,0.6878
